Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,64%_BPM,76%_BPM,Intensity,Resting_BPM,Session_Duration (hours),Calories_Burned,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Gender,Workout_Type_Cardio,Workout_Type_HIIT,Workout_Type_Strength,Workout_Type_Yoga
24,80.0,1.59,198,125,126.72,150.48,1,70,1.68,1263.0,15.3,3.6,3,2,31.64431787,1,0,0,1,0
24,95.5,1.57,181,158,115.84,137.56,3,67,1.47,1609.0,32.5,2.0,4,2,38.74396527,0,1,0,0,0
18,66.9,1.76,163,169,104.32,123.88,3,55,1.15,1018.0,24.2,3.0,3,1,21.5973657,0,0,0,0,1
18,82.8,1.5,197,134,126.08,149.72,2,74,1.79,1009.0,30.5,3.3,3,3,36.8,0,1,0,0,0
26,79.7,1.64,194,148,124.16,147.44,3,55,2.0,1462.0,21.8,3.2,4,2,29.63265913,0,0,0,0,1
18,80.4,1.79,171,169,109.44,129.96,3,74,1.43,966.2,16.3,3.6,3,2,25.09284979,1,0,1,0,0
33,71.8,1.51,190,167,121.6,144.4,3,59,1.84,1321.0,26.6,3.2,4,3,31.48984694,1,0,1,0,0
35,73.4,1.57,169,138,108.16,128.44,3,67,1.14,977.0,32.4,3.0,4,3,29.7780843,0,0,0,1,0
54,45.8,1.62,163,135,104.32,123.88,3,66,1.26,1703.0,15.2,1.6,4,2,17.45160799,1,0,0,1,0
44,106.8,1.65,171,143,109.44,129.96,3,71,1.54,1295.0,17.1,3.5,3,3,39.22865014,1,1,0,0,0
19,59.8,1.7,181,120,115.84,137.56,2,73,1.54,1130.0,29.6,3.5,3,1,20.69204152,0,1,0,0,0
45,88.4,1.5,181,132,115.84,137.56,2,66,2.0,1213.8,23.0,2.4,3,1,39.28888889,1,1,0,0,0
44,52.5,1.65,174,169,111.36,132.24,3,51,1.95,1783.0,29.4,2.0,2,1,19.28374656,0,1,0,0,0
58,56.5,1.76,180,139,115.2,136.8,3,74,2.0,1396.0,24.1,3.4,2,2,18.23992769,0,0,0,0,1
18,49.9,1.74,177,161,113.28,134.52,3,70,2.0,950.0,23.0,3.4,4,2,16.48170168,0,0,1,0,0
30,62.3,1.82,174,160,111.36,132.24,3,64,1.23,1080.0,15.9,2.5,3,3,18.80811496,1,1,0,0,0
18,76.1,1.64,196,169,125.44,148.96,3,63,1.43,686.0,34.8,1.5,3,3,28.29417014,1,1,0,0,0
18,40.0,1.74,160,145,102.4,121.6,3,74,0.53,907.0,24.8,3.6,4,3,13.21178491,1,0,0,1,0
18,91.1,1.7,190,137,121.6,144.4,2,68,1.03,826.0,33.7,3.5,2,2,31.52249135,0,1,0,0,0
28,67.1,1.9,184,169,117.76,139.84,3,59,1.61,587.0,20.8,2.7,3,1,18.58725762,1,0,0,0,1
18,53.9,1.69,187,169,119.68,142.12,3,56,1.34,752.0,13.6,3.3,3,2,18.87188824,1,0,0,0,1
34,79.3,1.65,181,149,115.84,137.56,3,64,1.4,501.0,12.0,2.3,2,1,29.12764004,1,0,1,0,0
18,40.0,1.88,165,145,105.6,125.4,3,71,1.59,1121.0,22.6,3.4,2,1,11.31733816,1,0,0,1,0
35,75.7,1.74,189,136,120.96,143.64,2,74,1.7,854.0,24.0,1.5,2,2,25.00330295,0,0,1,0,0
29,82.5,1.79,190,132,121.6,144.4,2,69,0.9,664.0,10.0,2.3,2,1,25.74826004,0,0,0,0,1
19,40.0,1.84,199,123,127.36,151.24,1,74,1.34,904.0,30.2,3.1,3,1,11.8147448,0,0,0,1,0
20,73.0,1.59,175,165,112.0,133.0,3,70,0.96,869.0,30.1,3.0,5,1,28.87544005,1,0,0,1,0
23,56.5,1.97,169,151,108.16,128.44,3,56,2.0,1380.0,28.6,2.6,3,2,14.5584787,1,0,0,1,0
33,78.7,1.61,193,137,123.52,146.68,2,55,0.93,1668.0,24.5,2.3,4,2,30.36148297,0,0,0,1,0
27,75.4,1.58,192,169,122.88,145.92,3,63,1.3,1386.0,16.9,3.6,3,1,30.20349303,0,0,0,1,0
48,59.6,1.78,181,152,115.84,137.56,3,53,1.65,1741.0,23.2,3.3,4,1,18.81075622,0,0,0,1,0
29,57.2,1.84,168,141,107.52,127.68,3,74,1.56,303.0,16.8,2.4,5,3,16.89508507,1,0,0,0,1
39,74.3,1.63,178,169,113.92,135.28,3,57,1.35,1376.0,25.9,3.2,3,3,27.96492153,1,0,0,0,1
46,64.4,1.82,186,121,119.04,141.36,2,72,1.96,582.0,26.2,2.62,3,3,19.44209637,0,1,0,0,0
42,70.08,1.748,182,140,116.48,138.32,3,60,2.0,786.0,27.5,1.5,2,1,22.93565971,0,0,1,0,0
54,63.8,1.92,188,131,120.32,142.88,2,57,0.98,1117.0,20.7,1.6,5,2,17.30685764,0,0,1,0,0
21,45.1,1.87,192,138,122.88,145.92,2,69,1.89,1071.0,25.8,2.3,5,2,12.89713746,1,0,0,1,0
27,63.7,1.86,183,156,117.12,139.08,3,70,0.91,759.0,24.5,3.5,3,3,18.41253324,0,0,0,1,0
30,53.46,1.81,179,144,114.56,136.04,3,50,1.52,1144.0,22.0,1.5,2,2,16.31818321,1,0,1,0,0
58,59.0,1.78,166,144,106.24,126.16,3,74,1.47,1152.0,28.9,3.4,5,2,18.62138619,1,0,0,1,0
20,57.1,1.66,168,146,107.52,127.68,3,74,1.17,1040.0,24.6,3.5,2,2,20.72143998,0,1,0,0,0
43,68.8,1.79,188,122,120.32,142.88,2,73,1.56,350.0,23.4,1.5,4,1,21.47248837,0,0,1,0,0
26,62.9,1.69,192,139,122.88,145.92,2,69,1.77,1046.2,28.8,3.4,4,2,22.02303841,1,0,0,1,0
55,98.6,1.6,197,167,126.08,149.72,3,74,1.16,802.0,22.1,2.9,4,2,38.515625,1,0,1,0,0
25,102.8,2.0,166,131,106.24,126.16,3,73,1.28,1783.0,27.1,3.2,3,1,25.7,1,1,0,0,0
36,45.8,1.59,177,126,113.28,134.52,2,74,0.92,1221.0,32.9,3.0,3,3,18.11637198,0,0,0,1,0
53,47.5,1.66,166,156,106.24,126.16,3,55,1.1,1766.0,22.5,1.6,3,1,17.2376252,1,0,1,0,0
52,88.0,1.87,180,128,115.2,136.8,2,74,1.44,1058.0,32.2,1.7,4,2,25.16514627,0,0,0,1,0
43,76.3,1.66,188,164,120.32,142.88,3,58,0.84,606.0,25.7,1.8,3,1,27.68906953,0,0,0,1,0
31,85.9,1.7,162,143,103.68,123.12,3,56,2.0,1455.0,28.0,3.3,3,3,29.72318339,1,0,0,0,1
28,93.7,1.77,192,142,122.88,145.92,2,57,1.45,1230.0,14.8,3.6,2,2,29.90839159,0,1,0,0,0
26,83.6,1.79,171,128,109.44,129.96,2,72,0.7,1247.0,25.4,3.2,3,1,26.09157018,0,0,0,1,0
38,101.4,2.0,190,169,121.6,144.4,3,63,1.772,1772.0,20.7,2.6,4,1,25.35,0,1,0,0,0
36,77.6,1.6,183,165,117.12,139.08,3,72,0.66,1208.0,25.6,1.7,3,1,30.3125,1,1,0,0,0
28,44.7,1.68,166,160,106.24,126.16,3,62,0.99,1672.0,28.6,1.5,2,3,15.83758503,1,0,0,0,1
40,79.9,1.51,175,169,112.0,133.0,3,64,1.44,1277.0,26.2,1.5,5,3,35.04232271,0,0,0,0,1
45,70.2,1.82,167,139,106.88,126.92,3,67,1.32,953.0,10.0,1.5,4,2,21.19309262,1,0,0,1,0
40,44.2,1.7,161,160,103.04,122.36,3,64,1.71,979.0,23.7,3.4,3,2,15.29411765,1,0,0,0,1
49,90.6,1.78,181,130,115.84,137.56,2,63,1.27,1002.0,28.2,2.3,3,2,28.59487438,0,0,0,1,0
40,56.8,1.54,166,167,106.24,126.16,3,71,1.06,1225.0,27.6,1.7,4,1,23.9500759,1,0,0,0,1
51,48.7,1.5,168,140,107.52,127.68,3,58,0.93,1108.0,27.3,3.2,2,2,21.64444444,1,1,0,0,0
41,72.3,1.66,165,142,105.6,125.4,3,74,1.4,758.0,25.6,3.6,4,1,26.23748004,1,1,0,0,0
43,68.0,1.78,183,120,117.12,139.08,2,58,2.0,1030.0,22.8,1.5,4,2,21.46193662,1,0,1,0,0
44,46.7,1.81,191,132,122.24,145.16,2,58,1.45,1113.0,10.0,3.5,4,3,14.25475413,0,1,0,0,0
30,59.4,1.87,190,122,121.6,144.4,2,50,1.77,1337.0,25.5,2.8,4,1,16.98647373,0,0,0,0,1
18,75.9,1.7,183,151,117.12,139.08,3,51,1.01,1289.0,30.1,3.2,2,1,26.26297578,1,0,1,0,0
47,45.1,1.73,193,152,123.52,146.68,3,57,1.25,918.0,29.7,2.8,3,3,15.06899663,1,0,0,1,0
25,64.6,1.51,194,127,124.16,147.44,2,55,1.4,1155.0,26.9,3.5,2,3,28.3320907,1,1,0,0,0
18,68.7,1.6,163,135,104.32,123.88,3,61,1.05,367.0,23.1,3.6,3,2,26.8359375,1,0,0,0,1
45,61.1,1.74,171,164,109.44,129.96,3,69,1.16,1019.0,19.6,2.8,3,1,20.18100145,1,0,0,0,1
47,70.1,1.71,199,139,127.36,151.24,2,74,1.15,1238.0,25.1,2.5,4,1,23.97318833,1,1,0,0,0
28,50.3,1.81,176,156,112.64,133.76,3,70,1.46,1143.0,31.8,1.9,3,1,15.35362168,0,0,0,1,0
18,66.8,1.62,161,169,103.04,122.36,3,74,1.57,1410.0,30.2,3.3,4,1,25.45343698,1,0,1,0,0
28,59.9,1.7,169,163,108.16,128.44,3,65,1.26,1474.0,11.7,2.9,4,1,20.7266436,0,0,0,0,1
41,52.8,1.68,192,132,122.88,145.92,2,59,1.47,1709.0,29.6,3.5,4,1,18.70748299,0,1,0,0,0
51,62.7,1.73,198,140,126.72,150.48,2,50,1.98,1656.0,18.2,3.6,4,2,20.94958067,1,0,0,1,0
34,76.4,1.84,164,161,104.96,124.64,3,69,1.2,978.0,17.0,3.0,3,1,22.56616257,0,1,0,0,0
52,54.7,1.93,193,135,123.52,146.68,2,62,2.0,416.0,31.9,3.2,2,2,14.68495799,0,1,0,0,0
18,49.0,1.72,190,153,121.6,144.4,3,60,0.72,862.0,24.4,2.8,4,3,16.56300703,1,0,1,0,0
30,46.3,1.59,166,133,106.24,126.16,3,54,1.33,1001.0,23.8,2.2,2,2,18.31414897,0,0,0,1,0
35,68.2,1.7,178,137,113.92,135.28,3,52,2.0,1181.0,23.5,3.3,3,2,23.59861592,1,0,1,0,0
36,85.1,1.67,184,131,117.76,139.84,2,53,1.03,608.0,19.7,2.1,4,2,30.51382265,1,0,0,0,1
31,59.8,2.0,188,144,120.32,142.88,3,70,2.0,1337.0,32.9,3.1,3,1,14.95,1,0,1,0,0
56,63.7,1.74,161,158,103.04,122.36,3,65,1.94,1297.0,28.6,3.2,3,3,21.03976747,1,0,0,0,1
34,40.0,1.68,183,167,117.12,139.08,3,64,1.45,1642.0,28.2,2.3,3,2,14.1723356,0,0,0,0,1
56,64.7,1.78,199,129,127.36,151.24,2,62,1.1,941.0,11.5,2.4,3,2,20.42040146,0,0,1,0,0
28,56.5,1.73,198,136,126.72,150.48,2,74,1.23,991.0,14.5,3.6,5,1,18.87801129,0,0,0,1,0
18,56.9,1.74,180,149,115.2,136.8,3,59,0.89,1441.0,22.0,3.2,2,2,18.79376404,0,1,0,0,0
18,115.8,1.68,177,150,113.28,134.52,3,74,1.11,629.0,24.2,3.6,5,2,41.02891156,0,0,0,1,0
45,46.0,1.76,165,135,105.6,125.4,3,69,1.05,1121.0,24.0,1.5,5,2,14.85020661,0,0,0,0,1
47,46.9,1.91,162,145,103.68,123.12,3,53,1.17,733.0,23.8,1.5,3,2,12.85600724,1,0,1,0,0
49,110.8,1.62,162,169,103.68,123.12,3,59,1.34,1783.0,11.5,1.7,4,2,42.21917391,0,1,0,0,0
19,97.4,1.75,173,144,110.72,131.48,3,56,1.27,917.0,27.1,3.2,4,2,31.80408163,0,0,1,0,0
42,117.7,1.71,198,149,126.72,150.48,2,74,0.89,943.0,23.7,1.8,4,1,40.25170138,0,1,0,0,0
24,91.2,1.66,167,129,106.88,126.92,3,60,1.27,314.0,30.8,3.4,5,1,33.09624038,1,0,1,0,0
18,100.3,1.83,168,125,107.52,127.68,2,74,1.21,746.0,23.3,3.4,5,1,29.95013288,1,0,0,0,1
28,51.1,1.66,161,154,103.04,122.36,3,65,0.86,944.0,31.1,3.3,5,2,18.54405574,0,0,1,0,0
18,79.0,1.64,191,150,122.24,145.16,3,74,1.37,1741.0,16.9,1.9,4,2,29.37239738,0,0,0,0,1
44,65.0,1.57,165,168,105.6,125.4,3,70,1.02,1232.0,27.9,3.6,3,1,26.37023814,1,1,0,0,0
24,86.3,1.71,191,150,122.24,145.16,3,50,1.33,1166.0,33.3,1.8,3,1,29.51335454,0,0,0,0,1
39,43.3,1.68,184,128,117.76,139.84,2,51,1.5,712.0,13.2,1.5,2,2,15.34155329,0,1,0,0,0
18,50.6,2.0,179,133,114.56,136.04,2,65,1.85,1265.0,19.8,2.7,3,2,12.65,0,0,0,1,0
52,40.0,1.71,165,157,105.6,125.4,3,74,1.64,1001.0,18.6,2.8,4,2,13.67942273,0,0,1,0,0
18,59.9,1.76,179,169,114.56,136.04,3,66,1.26,1024.0,23.14,2.1,3,1,19.33755165,1,1,0,0,0
56,59.1,2.0,177,156,113.28,134.52,3,58,0.94,1277.0,14.1,3.4,3,2,14.775,1,0,0,0,1
24,62.8,1.68,177,163,113.28,134.52,3,53,2.0,1005.0,25.9,2.9,4,1,22.25056689,1,0,1,0,0
59,72.8,1.65,172,165,110.08,130.72,3,55,1.17,1104.0,15.4,3.4,3,1,26.74012856,1,0,1,0,0
29,65.0,1.77,194,152,124.16,147.44,3,66,1.34,715.0,25.2,1.8,2,1,20.74755019,1,0,1,0,0
18,74.2,1.85,177,151,113.28,134.52,3,66,2.0,1104.0,28.0,1.5,3,1,21.68005844,1,0,1,0,0
46,61.2,1.79,190,157,121.6,144.4,3,72,1.05,947.0,22.6,2.5,3,1,19.10052745,1,0,0,1,0
27,63.3,1.9,183,148,117.12,139.08,3,67,0.58,933.0,20.0,3.2,4,2,17.53462604,1,0,1,0,0
40,95.3,1.86,171,130,109.44,129.96,3,67,1.46,796.0,10.0,2.0,4,1,27.54653717,1,0,0,1,0
42,73.6,1.73,182,159,116.48,138.32,3,66,1.65,1265.0,23.2,2.4,2,2,24.5915333,1,1,0,0,0
35,124.8,1.75,176,161,112.64,133.76,3,59,1.2,1240.0,10.0,3.3,3,2,40.75102041,0,0,0,0,1
18,75.4,1.97,177,136,113.28,134.52,3,67,0.76,1371.0,29.7,3.1,2,1,19.42848308,0,0,1,0,0
46,49.8,1.91,160,146,102.4,121.6,3,65,2.0,1009.0,29.4,3.0,3,3,13.65094159,0,0,1,0,0
18,61.0,1.67,163,139,104.32,123.88,3,70,1.22,361.0,27.4,3.4,2,3,21.87242282,0,0,0,1,0
47,100.2,1.67,196,151,125.44,148.96,3,73,1.48,953.0,24.5,3.2,3,1,35.92814371,0,0,0,1,0
33,73.0,1.69,196,135,125.44,148.96,2,67,1.93,881.0,10.0,2.2,2,2,25.55932916,1,0,0,0,1
30,88.2,1.72,191,155,122.24,145.16,3,54,1.28,911.0,27.2,2.2,4,3,29.81341266,0,0,0,1,0
34,61.7,1.81,183,141,117.12,139.08,3,72,0.98,1443.0,31.4,2.6,4,3,18.83336894,1,0,1,0,0
30,120.0,1.79,187,141,119.68,142.12,2,51,2.0,1508.0,24.64,2.5,4,1,37.45201461,0,0,0,0,1
30,45.4,1.73,197,151,126.08,149.72,3,50,1.27,1200.0,23.1,3.6,4,3,15.16923385,0,1,0,0,0
30,40.0,1.87,186,140,119.04,141.36,2,56,1.57,848.0,26.6,2.6,5,1,11.43870285,0,0,0,1,0
22,129.9,1.62,185,141,118.4,140.6,3,52,1.62,571.0,27.2,1.8,4,2,49.49702789,0,0,0,1,0
53,71.9,2.0,191,161,122.24,145.16,3,74,1.6,1286.0,29.0,3.7,5,2,17.975,1,1,0,0,0
44,115.6,1.5,186,145,119.04,141.36,3,55,1.65,1075.0,25.1,3.5,2,1,51.37777778,1,0,1,0,0
26,64.7,1.61,197,137,126.08,149.72,2,74,1.48,1088.0,25.1,2.2,5,2,24.96045677,1,0,1,0,0
52,58.2,1.71,182,161,116.48,138.32,3,50,1.49,1364.0,28.7,3.5,3,2,19.90356007,0,0,1,0,0
49,53.8,1.81,185,169,118.4,140.6,3,71,1.56,1345.0,25.3,2.4,4,2,16.42196514,0,0,0,1,0
26,63.6,1.77,173,145,110.72,131.48,3,55,1.29,1586.0,18.9,2.8,3,1,20.30067988,1,0,0,1,0
23,62.3,1.68,167,122,106.88,126.92,2,74,1.69,772.0,21.1,3.3,4,1,22.0734127,0,1,0,0,0
26,55.9,1.61,192,157,122.88,145.92,3,74,1.0,1133.0,21.1,2.6,5,1,21.56552602,0,1,0,0,0
41,65.7,1.57,170,169,108.8,129.2,3,71,1.13,708.0,26.5,1.9,5,1,26.65422532,1,0,0,0,1
59,65.5,1.78,168,139,107.52,127.68,3,56,1.26,505.0,22.8,2.0,2,2,20.67289484,1,0,0,1,0
39,90.5,1.724,175,169,112.0,133.0,3,51,2.0,883.0,30.8,3.6,3,2,30.44907166,1,0,1,0,0
28,40.0,1.81,194,164,124.16,147.44,3,57,1.57,1070.0,21.3,3.4,3,1,12.20963951,1,0,0,0,1
48,40.0,1.67,169,168,108.16,128.44,3,57,2.0,833.0,17.8,2.2,3,3,14.34257234,0,0,0,1,0
54,76.8,1.79,189,132,120.96,143.64,2,64,1.32,815.0,20.7,2.1,4,1,23.96928935,1,0,0,1,0
26,92.4,1.59,165,169,105.6,125.4,3,55,1.49,1783.0,24.9,1.5,4,2,36.54918714,1,0,1,0,0
28,88.5,1.64,160,163,102.4,121.6,3,50,1.25,1190.0,31.7,3.2,3,1,32.90452112,0,1,0,0,0
52,54.3,1.73,185,137,118.4,140.6,2,57,2.0,1783.0,20.5,3.1,3,2,18.14293829,1,0,0,0,1
23,71.2,1.56,170,140,108.8,129.2,3,68,0.79,1014.0,21.8,3.5,4,1,29.25706772,0,0,0,0,1
26,64.1,1.68,190,168,121.6,144.4,3,55,1.35,1175.0,28.1,3.4,2,2,22.7111678,1,0,0,1,0
18,45.3,1.75,190,169,121.6,144.4,3,69,0.82,808.0,28.4,3.7,2,3,14.79183673,1,1,0,0,0
21,76.0,1.72,196,160,125.44,148.96,3,73,1.51,1306.0,28.8,3.5,3,3,25.68956193,1,0,0,1,0
41,40.0,1.69,192,138,122.88,145.92,2,66,0.95,1556.0,26.0,2.6,4,1,14.00511187,1,0,0,0,1
30,129.9,1.78,189,120,120.96,143.64,1,74,1.51,828.0,20.0,1.5,2,1,40.99861129,0,0,0,0,1
27,62.9,1.73,187,157,119.68,142.12,3,54,0.99,569.0,27.9,2.4,4,1,21.01640549,1,0,0,1,0
28,69.3,1.99,183,154,117.12,139.08,3,62,1.97,827.0,14.4,1.5,4,2,17.49955809,0,0,0,1,0
38,60.6,1.81,170,159,108.8,129.2,3,71,1.45,577.0,24.8,3.7,3,3,18.49760386,0,1,0,0,0
59,40.0,1.65,179,163,114.56,136.04,3,71,1.93,823.0,23.4,3.4,3,1,14.69237833,1,1,0,0,0
33,56.6,2.0,173,131,110.72,131.48,2,71,1.65,680.0,24.1,1.9,3,2,14.15,1,0,0,1,0
27,75.2,1.96,172,132,110.08,130.72,3,61,1.22,829.0,14.9,2.7,3,1,19.57517701,1,0,1,0,0
46,78.4,1.55,176,132,112.64,133.76,2,69,2.0,1282.4,23.3,2.2,2,1,32.6326743,1,0,0,1,0
25,42.2,1.82,185,140,118.4,140.6,2,56,0.86,373.0,17.9,3.5,4,2,12.74000725,0,0,0,1,0
29,57.0,1.7,168,160,107.52,127.68,3,61,0.74,976.0,17.7,2.8,4,3,19.72318339,1,0,0,0,1
32,40.0,1.89,177,134,113.28,134.52,2,71,1.762,1270.0,23.9,1.9,3,2,11.1978948,1,0,1,0,0
49,128.5,1.96,196,138,125.44,148.96,2,68,0.5,1165.0,26.1,3.4,2,1,33.44960433,0,1,0,0,0
28,45.0,1.8,187,162,119.68,142.12,3,74,1.82,1395.0,23.2,2.7,4,3,13.88888889,1,0,0,1,0
18,78.5,1.81,190,127,121.6,144.4,2,74,1.38,466.0,29.9,1.7,4,3,23.96141754,1,0,0,0,1
50,49.4,1.91,188,131,120.32,142.88,2,74,1.11,963.0,17.6,2.7,2,1,13.54129547,1,0,0,1,0
27,50.3,1.66,180,131,115.2,136.8,2,74,1.12,677.0,27.6,1.8,2,2,18.25373784,1,1,0,0,0
40,61.0,1.88,171,138,109.44,129.96,3,62,1.38,1180.0,24.9,2.0,2,3,17.2589407,1,0,1,0,0
59,79.3,1.79,198,162,126.72,150.48,3,74,1.78,933.0,25.2,2.7,4,2,24.74953965,0,0,0,1,0
57,40.0,1.62,190,123,121.6,144.4,2,57,1.43,1093.0,25.2,3.2,5,1,15.24157903,1,0,0,0,1
18,50.0,1.69,196,143,125.44,148.96,2,53,1.482,1115.0,21.6,2.7,4,3,17.50638983,0,0,0,0,1
18,48.6,1.95,175,152,112.0,133.0,3,57,1.87,862.0,23.1,1.6,3,1,12.78106509,0,0,0,1,0
26,91.3,1.63,186,156,119.04,141.36,3,67,0.92,1091.0,22.6,2.4,3,1,34.36335579,0,0,0,0,1
50,102.2,1.65,198,157,126.72,150.48,3,64,1.64,1123.0,17.3,3.3,4,2,37.53902663,1,0,0,0,1
48,40.0,1.75,196,133,125.44,148.96,2,74,2.0,517.0,12.8,2.5,4,1,13.06122449,1,1,0,0,0
41,69.6,1.63,193,169,123.52,146.68,3,55,1.46,1157.0,27.9,3.7,4,1,26.19594264,1,0,0,1,0
23,56.8,1.75,183,149,117.12,139.08,3,74,1.54,926.0,25.3,2.6,2,1,18.54693878,1,0,0,1,0
50,99.4,1.7,181,120,115.84,137.56,2,58,0.88,694.0,30.5,1.5,3,2,34.39446367,1,0,0,0,1
18,51.4,1.83,195,141,124.8,148.2,2,54,0.97,1145.0,23.7,1.7,2,3,15.34832333,0,0,1,0,0
22,96.9,1.8,163,132,104.32,123.88,3,56,0.94,748.0,21.7,2.5,4,2,29.90740741,0,0,1,0,0
26,64.3,1.7,192,140,122.88,145.92,2,65,1.51,1236.0,33.9,3.6,3,2,22.24913495,1,0,0,0,1
42,40.0,1.72,197,139,126.08,149.72,2,74,1.64,1143.0,24.0,1.5,3,2,13.52082207,1,0,0,0,1
37,40.0,1.92,194,128,124.16,147.44,2,72,1.89,1753.0,10.0,3.4,5,1,10.85069444,0,0,0,1,0
30,85.4,1.71,188,169,120.32,142.88,3,74,1.17,744.0,21.6,3.6,4,2,29.20556753,1,0,1,0,0
33,72.9,1.58,178,153,113.92,135.28,3,57,0.94,1139.0,25.9,3.5,2,1,29.20205095,1,0,1,0,0
25,48.8,1.84,186,168,119.04,141.36,3,65,1.68,972.0,25.0,1.7,3,2,14.41398866,1,0,0,1,0
18,54.9,1.74,187,131,119.68,142.12,2,74,0.93,597.0,21.28,3.2,3,3,18.13317479,0,0,1,0,0
38,53.6,1.7,188,126,120.32,142.88,2,73,0.97,1083.0,30.4,3.4,4,2,18.5467128,0,0,0,0,1
47,77.9,1.76,164,139,104.96,124.64,3,59,1.29,1233.0,34.0,2.8,2,1,25.14850207,0,1,0,0,0
35,68.5,1.73,175,142,112.0,133.0,3,58,1.2,840.0,19.3,2.1,2,3,22.88750042,0,1,0,0,0
59,60.18,1.56,164,124,104.96,124.64,2,56,0.85,917.0,29.4,3.7,2,2,24.72879684,1,1,0,0,0
28,77.2,1.86,180,133,115.2,136.8,2,65,1.55,1710.0,26.5,1.6,4,3,22.31471846,1,0,0,1,0
32,113.1,1.73,165,135,105.6,125.4,3,58,1.5,1081.0,26.2,3.3,4,1,37.789435,1,0,0,0,1
27,53.7,1.75,167,137,106.88,126.92,3,74,2.0,788.0,13.3,2.6,3,2,17.53469388,1,0,0,0,1
25,61.3,1.77,173,167,110.72,131.48,3,50,1.88,1760.0,35.0,3.1,4,2,19.5665358,0,0,0,1,0
38,41.1,1.67,184,133,117.76,139.84,2,74,0.63,804.0,25.6,2.8,5,3,14.73699308,0,0,1,0,0
36,78.2,1.63,191,169,122.24,145.16,3,74,2.0,1381.0,23.1,2.7,3,2,29.43279762,0,1,0,0,0
35,94.6,1.69,167,158,106.88,126.92,3,57,0.75,1534.0,33.1,2.0,4,2,33.12208956,0,0,0,0,1
28,68.8,1.73,198,169,126.72,150.48,3,66,1.46,1279.0,31.4,1.6,3,1,22.98773765,1,0,0,0,1
27,43.4,1.71,184,165,117.76,139.84,3,71,1.24,945.0,10.0,3.6,2,2,14.84217366,1,0,0,1,0
37,40.0,1.81,164,139,104.96,124.64,3,62,1.35,658.0,15.4,3.06,4,1,12.20963951,1,0,0,1,0
40,40.0,1.74,173,164,110.72,131.48,3,72,1.33,1194.0,22.7,1.5,4,1,13.21178491,1,0,1,0,0
24,70.3,1.87,191,127,122.24,145.16,2,62,1.75,1285.0,23.9,1.5,2,3,20.10352026,0,0,0,0,1
18,64.7,1.67,167,152,106.88,126.92,3,74,1.38,1506.0,26.0,1.7,4,3,23.19911076,0,0,1,0,0
59,61.0,1.62,191,162,122.24,145.16,3,74,1.69,499.0,14.6,1.8,3,3,23.24340802,0,0,1,0,0
37,44.2,1.61,168,164,107.52,127.68,3,73,1.13,1011.0,28.8,2.5,4,3,17.05181127,1,0,0,0,1
18,77.8,1.76,183,157,117.12,139.08,3,74,1.27,1086.0,24.6,3.3,3,1,25.11621901,0,0,1,0,0
53,53.5,1.71,195,169,124.8,148.2,3,54,1.04,900.0,25.1,2.7,3,2,18.2962279,0,0,0,0,1
44,63.7,1.62,176,166,112.64,133.76,3,54,1.16,1142.0,23.0,3.2,5,2,24.2722146,0,1,0,0,0
28,64.1,1.82,170,120,108.8,129.2,2,57,1.53,686.0,16.3,2.7,2,2,19.35152759,1,0,0,0,1
42,54.5,1.67,196,148,125.44,148.96,2,73,1.21,819.0,29.4,3.1,3,1,19.54175481,1,0,0,1,0
30,40.0,1.93,180,143,115.2,136.8,3,74,1.94,916.0,17.2,2.3,2,1,10.73854332,1,0,0,0,1
25,68.8,1.73,182,133,116.48,138.32,2,74,1.65,851.0,28.8,1.8,3,3,22.98773765,1,0,0,1,0
18,50.6,1.74,162,153,103.68,123.12,3,74,1.25,634.0,29.3,1.5,4,1,16.71290791,1,0,0,1,0
53,68.9,1.6,191,155,122.24,145.16,3,70,0.89,874.0,10.2,1.6,3,2,26.9140625,1,0,0,0,1
25,100.4,1.76,173,169,110.72,131.48,3,58,0.85,1465.0,30.4,1.8,3,1,32.41219008,0,1,0,0,0
58,105.7,1.65,171,136,109.44,129.96,3,71,1.22,841.0,32.0,3.4,3,3,38.82460973,1,1,0,0,0
18,61.9,1.58,184,141,117.76,139.84,3,67,1.63,900.0,25.2,3.7,2,1,24.79570582,1,0,0,0,1
50,60.4,1.72,184,124,117.76,139.84,2,74,2.0,494.0,27.9,3.0,4,2,20.41644132,1,0,0,0,1
23,56.2,1.58,184,141,117.76,139.84,3,71,2.0,640.0,25.2,1.5,4,1,22.51241788,0,1,0,0,0
18,42.6,1.56,180,169,115.2,136.8,3,62,1.27,1497.0,27.1,3.6,4,1,17.50493097,1,0,0,1,0
59,97.4,1.57,199,153,127.36,151.24,3,70,0.73,877.0,18.1,3.3,4,1,39.51478762,1,0,0,0,1
32,58.7,1.72,161,130,103.04,122.36,3,69,1.07,733.0,28.6,1.9,3,3,19.84180638,0,0,0,1,0
21,46.4,2.0,198,135,126.72,150.48,2,74,1.0,497.0,29.7,1.8,2,1,11.6,0,1,0,0,0
32,57.4,1.66,189,136,120.96,143.64,2,62,1.55,1068.0,24.6,3.4,2,2,20.83030919,0,0,1,0,0
