Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,64%_BPM,76%_BPM,Intensity,Resting_BPM,Session_Duration (hours),Calories_Burned,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Gender,Workout_Type
18,115.8,1.68,177,150,113.28,134.52,3,74,1.11,629,24.2,3.6,5,2,41.02891156,Male,Strength
45,46,1.76,165,135,105.6,125.4,3,69,1.05,1121,24,1.5,5,2,14.85020661,Male,Yoga
47,46.9,1.91,162,145,103.68,123.12,3,53,1.17,733,23.8,1.5,3,2,12.85600724,Female,HIIT
49,110.8,1.62,162,169,103.68,123.12,3,59,1.34,1783,11.5,1.7,4,2,42.21917391,Male,Cardio
19,97.4,1.75,173,144,110.72,131.48,3,56,1.27,917,27.1,3.2,4,2,31.80408163,Male,HIIT
42,117.7,1.71,198,149,126.72,150.48,2,74,0.89,943,23.7,1.8,4,1,40.25170138,Male,Cardio
24,91.2,1.66,167,129,106.88,126.92,3,60,1.27,314,30.8,3.4,5,1,33.09624038,Female,HIIT
18,100.3,1.83,168,125,107.52,127.68,2,74,1.21,746,23.3,3.4,5,1,29.95013288,Female,Yoga
28,51.1,1.66,161,154,103.04,122.36,3,65,0.86,944,31.1,3.3,5,2,18.54405574,Male,HIIT
18,79,1.64,191,150,122.24,145.16,3,74,1.37,1741,16.9,1.9,4,2,29.37239738,Male,Yoga
44,65,1.57,165,168,105.6,125.4,3,70,1.02,1232,27.9,3.6,3,1,26.37023814,Female,Cardio
24,86.3,1.71,191,150,122.24,145.16,3,50,1.33,1166,33.3,1.8,3,1,29.51335454,Male,Yoga
39,43.3,1.68,184,128,117.76,139.84,2,51,1.5,712,13.2,1.5,2,2,15.34155329,Male,Cardio
18,50.6,2,179,133,114.56,136.04,2,65,1.85,1265,19.8,2.7,3,2,12.65,Male,Strength
52,40,1.71,165,157,105.6,125.4,3,74,1.64,1001,18.6,2.8,4,2,13.67942273,Male,HIIT
18,59.9,1.76,179,169,114.56,136.04,3,66,1.26,1024,23.14,2.1,3,1,19.33755165,Female,Cardio
56,59.1,2,177,156,113.28,134.52,3,58,0.94,1277,14.1,3.4,3,2,14.775,Female,Yoga
24,62.8,1.68,177,163,113.28,134.52,3,53,2,1005,25.9,2.9,4,1,22.25056689,Female,HIIT
59,72.8,1.65,172,165,110.08,130.72,3,55,1.17,1104,15.4,3.4,3,1,26.74012856,Female,HIIT
29,65,1.77,194,152,124.16,147.44,3,66,1.34,715,25.2,1.8,2,1,20.74755019,Female,HIIT
18,74.2,1.85,177,151,113.28,134.52,3,66,2,1104,28,1.5,3,1,21.68005844,Female,HIIT
46,61.2,1.79,190,157,121.6,144.4,3,72,1.05,947,22.6,2.5,3,1,19.10052745,Female,Strength
27,63.3,1.9,183,148,117.12,139.08,3,67,0.58,933,20,3.2,4,2,17.53462604,Female,HIIT
40,95.3,1.86,171,130,109.44,129.96,3,67,1.46,796,10,2,4,1,27.54653717,Female,Strength
42,73.6,1.73,182,159,116.48,138.32,3,66,1.65,1265,23.2,2.4,2,2,24.5915333,Female,Cardio
35,124.8,1.75,176,161,112.64,133.76,3,59,1.2,1240,10,3.3,3,2,40.75102041,Male,Yoga
18,75.4,1.97,177,136,113.28,134.52,3,67,0.76,1371,29.7,3.1,2,1,19.42848308,Male,HIIT
46,49.8,1.91,160,146,102.4,121.6,3,65,2,1009,29.4,3,3,3,13.65094159,Male,HIIT
18,61,1.67,163,139,104.32,123.88,3,70,1.22,361,27.4,3.4,2,3,21.87242282,Male,Strength
47,100.2,1.67,196,151,125.44,148.96,3,73,1.48,953,24.5,3.2,3,1,35.92814371,Male,Strength
33,73,1.69,196,135,125.44,148.96,2,67,1.93,881,10,2.2,2,2,25.55932916,Female,Yoga
30,88.2,1.72,191,155,122.24,145.16,3,54,1.28,911,27.2,2.2,4,3,29.81341266,Male,Strength
34,61.7,1.81,183,141,117.12,139.08,3,72,0.98,1443,31.4,2.6,4,3,18.83336894,Female,HIIT
30,120,1.79,187,141,119.68,142.12,2,51,2,1508,24.64,2.5,4,1,37.45201461,Male,Yoga
30,45.4,1.73,197,151,126.08,149.72,3,50,1.27,1200,23.1,3.6,4,3,15.16923385,Male,Cardio
30,40,1.87,186,140,119.04,141.36,2,56,1.57,848,26.6,2.6,5,1,11.43870285,Male,Strength
22,129.9,1.62,185,141,118.4,140.6,3,52,1.62,571,27.2,1.8,4,2,49.49702789,Male,Strength
53,71.9,2,191,161,122.24,145.16,3,74,1.6,1286,29,3.7,5,2,17.975,Female,Cardio
44,115.6,1.5,186,145,119.04,141.36,3,55,1.65,1075,25.1,3.5,2,1,51.37777778,Female,HIIT
26,64.7,1.61,197,137,126.08,149.72,2,74,1.48,1088,25.1,2.2,5,2,24.96045677,Female,HIIT
52,58.2,1.71,182,161,116.48,138.32,3,50,1.49,1364,28.7,3.5,3,2,19.90356007,Male,HIIT
49,53.8,1.81,185,169,118.4,140.6,3,71,1.56,1345,25.3,2.4,4,2,16.42196514,Male,Strength
26,63.6,1.77,173,145,110.72,131.48,3,55,1.29,1586,18.9,2.8,3,1,20.30067988,Female,Strength
23,62.3,1.68,167,122,106.88,126.92,2,74,1.69,772,21.1,3.3,4,1,22.0734127,Male,Cardio
26,55.9,1.61,192,157,122.88,145.92,3,74,1,1133,21.1,2.6,5,1,21.56552602,Male,Cardio
41,65.7,1.57,170,169,108.8,129.2,3,71,1.13,708,26.5,1.9,5,1,26.65422532,Female,Yoga
59,65.5,1.78,168,139,107.52,127.68,3,56,1.26,505,22.8,2,2,2,20.67289484,Female,Strength
39,90.5,1.724,175,169,112,133,3,51,2,883,30.8,3.6,3,2,30.44907166,Female,HIIT
28,40,1.81,194,164,124.16,147.44,3,57,1.57,1070,21.3,3.4,3,1,12.20963951,Female,Yoga
48,40,1.67,169,168,108.16,128.44,3,57,2,833,17.8,2.2,3,3,14.34257234,Male,Strength
54,76.8,1.79,189,132,120.96,143.64,2,64,1.32,815,20.7,2.1,4,1,23.96928935,Female,Strength
26,92.4,1.59,165,169,105.6,125.4,3,55,1.49,1783,24.9,1.5,4,2,36.54918714,Female,HIIT
28,88.5,1.64,160,163,102.4,121.6,3,50,1.25,1190,31.7,3.2,3,1,32.90452112,Male,Cardio
52,54.3,1.73,185,137,118.4,140.6,2,57,2,1783,20.5,3.1,3,2,18.14293829,Female,Yoga
23,71.2,1.56,170,140,108.8,129.2,3,68,0.79,1014,21.8,3.5,4,1,29.25706772,Male,Yoga
26,64.1,1.68,190,168,121.6,144.4,3,55,1.35,1175,28.1,3.4,2,2,22.7111678,Female,Strength
18,45.3,1.75,190,169,121.6,144.4,3,69,0.82,808,28.4,3.7,2,3,14.79183673,Female,Cardio
21,76,1.72,196,160,125.44,148.96,3,73,1.51,1306,28.8,3.5,3,3,25.68956193,Female,Strength
41,40,1.69,192,138,122.88,145.92,2,66,0.95,1556,26,2.6,4,1,14.00511187,Female,Yoga
30,129.9,1.78,189,120,120.96,143.64,1,74,1.51,828,20,1.5,2,1,40.99861129,Male,Yoga
27,62.9,1.73,187,157,119.68,142.12,3,54,0.99,569,27.9,2.4,4,1,21.01640549,Female,Strength
28,69.3,1.99,183,154,117.12,139.08,3,62,1.97,827,14.4,1.5,4,2,17.49955809,Male,Strength
38,60.6,1.81,170,159,108.8,129.2,3,71,1.45,577,24.8,3.7,3,3,18.49760386,Male,Cardio
59,40,1.65,179,163,114.56,136.04,3,71,1.93,823,23.4,3.4,3,1,14.69237833,Female,Cardio
33,56.6,2,173,131,110.72,131.48,2,71,1.65,680,24.1,1.9,3,2,14.15,Female,Strength
27,75.2,1.96,172,132,110.08,130.72,3,61,1.22,829,14.9,2.7,3,1,19.57517701,Female,HIIT
46,78.4,1.55,176,132,112.64,133.76,2,69,2,1282.4,23.3,2.2,2,1,32.6326743,Female,Strength
25,42.2,1.82,185,140,118.4,140.6,2,56,0.86,373,17.9,3.5,4,2,12.74000725,Male,Strength
29,57,1.7,168,160,107.52,127.68,3,61,0.74,976,17.7,2.8,4,3,19.72318339,Female,Yoga
32,40,1.89,177,134,113.28,134.52,2,71,1.762,1270,23.9,1.9,3,2,11.1978948,Female,HIIT
49,128.5,1.96,196,138,125.44,148.96,2,68,0.5,1165,26.1,3.4,2,1,33.44960433,Male,Cardio
28,45,1.8,187,162,119.68,142.12,3,74,1.82,1395,23.2,2.7,4,3,13.88888889,Female,Strength
18,78.5,1.81,190,127,121.6,144.4,2,74,1.38,466,29.9,1.7,4,3,23.96141754,Female,Yoga
50,49.4,1.91,188,131,120.32,142.88,2,74,1.11,963,17.6,2.7,2,1,13.54129547,Female,Strength
27,50.3,1.66,180,131,115.2,136.8,2,74,1.12,677,27.6,1.8,2,2,18.25373784,Female,Cardio
40,61,1.88,171,138,109.44,129.96,3,62,1.38,1180,24.9,2,2,3,17.2589407,Female,HIIT
59,79.3,1.79,198,162,126.72,150.48,3,74,1.78,933,25.2,2.7,4,2,24.74953965,Male,Strength
57,40,1.62,190,123,121.6,144.4,2,57,1.43,1093,25.2,3.2,5,1,15.24157903,Female,Yoga
18,50,1.69,196,143,125.44,148.96,2,53,1.482,1115,21.6,2.7,4,3,17.50638983,Male,Yoga
18,48.6,1.95,175,152,112,133,3,57,1.87,862,23.1,1.6,3,1,12.78106509,Male,Strength
26,91.3,1.63,186,156,119.04,141.36,3,67,0.92,1091,22.6,2.4,3,1,34.36335579,Male,Yoga
50,102.2,1.65,198,157,126.72,150.48,3,64,1.64,1123,17.3,3.3,4,2,37.53902663,Female,Yoga
48,40,1.75,196,133,125.44,148.96,2,74,2,517,12.8,2.5,4,1,13.06122449,Female,Cardio
41,69.6,1.63,193,169,123.52,146.68,3,55,1.46,1157,27.9,3.7,4,1,26.19594264,Female,Strength
23,56.8,1.75,183,149,117.12,139.08,3,74,1.54,926,25.3,2.6,2,1,18.54693878,Female,Strength
50,99.4,1.7,181,120,115.84,137.56,2,58,0.88,694,30.5,1.5,3,2,34.39446367,Female,Yoga
18,51.4,1.83,195,141,124.8,148.2,2,54,0.97,1145,23.7,1.7,2,3,15.34832333,Male,HIIT
22,96.9,1.8,163,132,104.32,123.88,3,56,0.94,748,21.7,2.5,4,2,29.90740741,Male,HIIT
26,64.3,1.7,192,140,122.88,145.92,2,65,1.51,1236,33.9,3.6,3,2,22.24913495,Female,Yoga
42,40,1.72,197,139,126.08,149.72,2,74,1.64,1143,24,1.5,3,2,13.52082207,Female,Yoga
37,40,1.92,194,128,124.16,147.44,2,72,1.89,1753,10,3.4,5,1,10.85069444,Male,Strength
30,85.4,1.71,188,169,120.32,142.88,3,74,1.17,744,21.6,3.6,4,2,29.20556753,Female,HIIT
33,72.9,1.58,178,153,113.92,135.28,3,57,0.94,1139,25.9,3.5,2,1,29.20205095,Female,HIIT
25,48.8,1.84,186,168,119.04,141.36,3,65,1.68,972,25,1.7,3,2,14.41398866,Female,Strength
18,54.9,1.74,187,131,119.68,142.12,2,74,0.93,597,21.28,3.2,3,3,18.13317479,Male,HIIT
38,53.6,1.7,188,126,120.32,142.88,2,73,0.97,1083,30.4,3.4,4,2,18.5467128,Male,Yoga
47,77.9,1.76,164,139,104.96,124.64,3,59,1.29,1233,34,2.8,2,1,25.14850207,Male,Cardio
35,68.5,1.73,175,142,112,133,3,58,1.2,840,19.3,2.1,2,3,22.88750042,Male,Cardio
59,60.18,1.56,164,124,104.96,124.64,2,56,0.85,917,29.4,3.7,2,2,24.72879684,Female,Cardio
28,77.2,1.86,180,133,115.2,136.8,2,65,1.55,1710,26.5,1.6,4,3,22.31471846,Female,Strength
32,113.1,1.73,165,135,105.6,125.4,3,58,1.5,1081,26.2,3.3,4,1,37.789435,Female,Yoga
27,53.7,1.75,167,137,106.88,126.92,3,74,2,788,13.3,2.6,3,2,17.53469388,Female,Yoga
25,61.3,1.77,173,167,110.72,131.48,3,50,1.88,1760,35,3.1,4,2,19.5665358,Male,Strength
38,41.1,1.67,184,133,117.76,139.84,2,74,0.63,804,25.6,2.8,5,3,14.73699308,Male,HIIT
36,78.2,1.63,191,169,122.24,145.16,3,74,2,1381,23.1,2.7,3,2,29.43279762,Male,Cardio
35,94.6,1.69,167,158,106.88,126.92,3,57,0.75,1534,33.1,2,4,2,33.12208956,Male,Yoga
28,68.8,1.73,198,169,126.72,150.48,3,66,1.46,1279,31.4,1.6,3,1,22.98773765,Female,Yoga
27,43.4,1.71,184,165,117.76,139.84,3,71,1.24,945,10,3.6,2,2,14.84217366,Female,Strength
37,40,1.81,164,139,104.96,124.64,3,62,1.35,658,15.4,3.06,4,1,12.20963951,Female,Strength
40,40,1.74,173,164,110.72,131.48,3,72,1.33,1194,22.7,1.5,4,1,13.21178491,Female,HIIT
24,70.3,1.87,191,127,122.24,145.16,2,62,1.75,1285,23.9,1.5,2,3,20.10352026,Male,Yoga
18,64.7,1.67,167,152,106.88,126.92,3,74,1.38,1506,26,1.7,4,3,23.19911076,Male,HIIT
59,61,1.62,191,162,122.24,145.16,3,74,1.69,499,14.6,1.8,3,3,23.24340802,Male,HIIT
37,44.2,1.61,168,164,107.52,127.68,3,73,1.13,1011,28.8,2.5,4,3,17.05181127,Female,Yoga
18,77.8,1.76,183,157,117.12,139.08,3,74,1.27,1086,24.6,3.3,3,1,25.11621901,Male,HIIT
53,53.5,1.71,195,169,124.8,148.2,3,54,1.04,900,25.1,2.7,3,2,18.2962279,Male,Yoga
44,63.7,1.62,176,166,112.64,133.76,3,54,1.16,1142,23,3.2,5,2,24.2722146,Male,Cardio
28,64.1,1.82,170,120,108.8,129.2,2,57,1.53,686,16.3,2.7,2,2,19.35152759,Female,Yoga
42,54.5,1.67,196,148,125.44,148.96,2,73,1.21,819,29.4,3.1,3,1,19.54175481,Female,Strength
30,40,1.93,180,143,115.2,136.8,3,74,1.94,916,17.2,2.3,2,1,10.73854332,Female,Yoga
25,68.8,1.73,182,133,116.48,138.32,2,74,1.65,851,28.8,1.8,3,3,22.98773765,Female,Strength
18,50.6,1.74,162,153,103.68,123.12,3,74,1.25,634,29.3,1.5,4,1,16.71290791,Female,Strength
53,68.9,1.6,191,155,122.24,145.16,3,70,0.89,874,10.2,1.6,3,2,26.9140625,Female,Yoga
25,100.4,1.76,173,169,110.72,131.48,3,58,0.85,1465,30.4,1.8,3,1,32.41219008,Male,Cardio
58,105.7,1.65,171,136,109.44,129.96,3,71,1.22,841,32,3.4,3,3,38.82460973,Female,Cardio
18,61.9,1.58,184,141,117.76,139.84,3,67,1.63,900,25.2,3.7,2,1,24.79570582,Female,Yoga
50,60.4,1.72,184,124,117.76,139.84,2,74,2,494,27.9,3,4,2,20.41644132,Female,Yoga
23,56.2,1.58,184,141,117.76,139.84,3,71,2,640,25.2,1.5,4,1,22.51241788,Male,Cardio
18,42.6,1.56,180,169,115.2,136.8,3,62,1.27,1497,27.1,3.6,4,1,17.50493097,Female,Strength
59,97.4,1.57,199,153,127.36,151.24,3,70,0.73,877,18.1,3.3,4,1,39.51478762,Female,Yoga
32,58.7,1.72,161,130,103.04,122.36,3,69,1.07,733,28.6,1.9,3,3,19.84180638,Male,Strength
21,46.4,2,198,135,126.72,150.48,2,74,1,497,29.7,1.8,2,1,11.6,Male,Cardio
32,57.4,1.66,189,136,120.96,143.64,2,62,1.55,1068,24.6,3.4,2,2,20.83030919,Male,HIIT
38,87.9,1.75,183,130,117.12,139.08,2,74,1.54,1273,24.2,1.6,3,1,28.70204082,Male,HIIT
40,87.8,1.64,161,145,103.04,122.36,3,59,1.63,849,22.5,2.6,4,2,32.64425937,Male,Cardio
52,62.4,1.91,191,161,122.24,145.16,3,63,2,1783,27.3,3.2,2,1,17.10479428,Female,Yoga
20,65.7,1.81,189,165,120.96,143.64,3,55,1.66,733,35,3.5,4,2,20.0543329,Female,Strength
23,51.4,2,182,158,116.48,138.32,3,65,1.07,738,31.7,2.6,4,2,12.85,Female,Strength
34,75.2,2,196,141,125.44,148.96,2,73,1.13,753,33.8,3.6,4,2,18.8,Female,HIIT
34,77.7,1.81,187,149,119.68,142.12,3,54,1.08,842,33,3,2,3,23.71722475,Male,Strength
23,40,1.89,162,126,103.68,123.12,3,60,0.74,1237,24.7,2.9,3,1,11.1978948,Female,Cardio
43,80.5,1.68,190,135,121.6,144.4,2,58,1.1,1099,21.7,2.1,5,1,28.5218254,Female,Yoga
18,40,1.78,167,133,106.88,126.92,3,62,0.86,963,16.9,3.7,4,3,12.6246686,Male,Yoga
28,109.4,1.58,170,165,108.8,129.2,3,74,1.94,619,21.9,2.2,5,1,43.82310527,Female,HIIT
57,40,1.58,165,140,105.6,125.4,3,55,1.33,1783,24.7,2.6,4,1,16.02307323,Female,Strength
18,40,1.8,168,150,107.52,127.68,3,58,0.5,729,32.5,3.7,3,3,12.34567901,Male,Strength
44,79.5,1.73,184,155,117.76,139.84,3,56,1.57,1058,17.8,2.6,4,2,26.56286545,Female,Yoga
21,68.5,1.61,191,169,122.24,145.16,3,74,1.18,1278,19.9,3.1,3,2,26.4264496,Female,Yoga
39,65.6,1.75,164,158,104.96,124.64,3,66,1.09,1593,23.7,3.1,4,2,21.42040816,Female,Cardio
44,87.5,1.88,173,132,110.72,131.48,3,66,1.21,1643,26.9,3.1,2,2,24.75667723,Female,Strength
56,54.5,1.76,196,148,125.44,148.96,2,74,1.4,659,32.1,2.8,4,2,17.59426653,Male,HIIT
33,55.4,1.6,185,144,118.4,140.6,3,67,2,1015,30.6,2.7,4,3,21.640625,Female,HIIT
32,85.7,1.53,185,133,118.4,140.6,2,52,1.02,1108,24,3.4,3,3,36.60985091,Male,Cardio
34,58.2,1.7,189,134,120.96,143.64,2,55,0.73,785,24,1.6,4,2,20.1384083,Female,HIIT
30,72.5,1.91,189,142,120.96,143.64,2,58,1.44,976,28.2,3.6,2,2,19.87335873,Male,Cardio
26,77.2,1.64,168,162,107.52,127.68,3,64,1.25,438,22.7,2.4,4,2,28.70315289,Female,Strength
20,90.3,1.68,169,135,108.16,128.44,3,59,1.1,758,10.5,1.7,4,1,31.99404762,Male,Cardio
42,95.2,1.76,178,158,113.92,135.28,3,56,1.21,770,25.3,2,2,3,30.73347107,Female,Cardio
26,75,1.91,181,168,115.84,137.56,3,74,1.1,943,24.8,2,3,2,20.55864697,Male,HIIT
26,61.5,1.51,185,155,118.4,140.6,3,74,1.35,1079,31.4,3.4,4,2,26.97250121,Male,Cardio
28,101.9,1.5,196,164,125.44,148.96,3,56,1.87,1211,23.8,3.2,2,2,45.28888889,Female,Cardio
54,41.4,1.6,163,169,104.32,123.88,3,71,1.62,1385,10,1.6,5,3,16.171875,Female,Yoga
18,71.3,1.78,167,129,106.88,126.92,3,72,0.86,1238,20.6,1.5,4,3,22.50347178,Male,Strength
42,46.2,1.72,167,130,106.88,126.92,3,69,1.19,945,24.6,2.9,2,3,15.61654949,Male,HIIT
24,64,1.83,187,155,119.68,142.12,3,74,1.79,406,27.7,1.5,3,2,19.11075278,Male,Yoga
54,47.2,1.75,160,134,102.4,121.6,3,68,1.18,1001,23.9,1.9,4,1,15.4122449,Male,Yoga
53,95.5,1.52,164,169,104.96,124.64,3,52,1.31,1009,21.8,1.9,4,3,41.3348338,Male,Yoga
33,40,1.79,194,162,124.16,147.44,3,60,1.39,1012,23.7,2.8,4,3,12.48400487,Female,Cardio
52,81.1,1.74,184,168,117.76,139.84,3,74,1.344,1080,23.6,3.4,5,1,26.78689391,Female,Strength
51,72.1,1.776,162,160,103.68,123.12,3,70,1.21,1186,17.6,3.2,3,2,22.85858494,Female,Cardio
47,100.5,1.56,185,133,118.4,140.6,2,64,0.87,872,22.1,1.5,4,2,41.29684418,Male,Cardio
55,129.9,1.89,177,157,113.28,134.52,3,66,0.81,1154,15.2,2.4,4,2,36.36516335,Female,Cardio
28,75.7,1.85,160,157,102.4,121.6,3,64,1.59,1179,29.7,1.5,3,2,22.11833455,Male,Strength
18,69,1.66,196,141,125.44,148.96,2,56,1.46,1251,25.7,2.4,4,2,25.03991871,Female,Yoga
19,72.5,1.73,184,135,117.76,139.84,2,71,1.12,1392,11.9,3.5,3,1,24.22399679,Male,HIIT
30,50.8,1.81,196,132,125.44,148.96,2,74,1.28,794,14.5,3.2,3,3,15.50624218,Female,Yoga
40,68.2,1.5,197,153,126.08,149.72,3,71,1.24,484,24.1,3.5,4,2,30.31111111,Female,Cardio
49,105,1.63,170,139,108.8,129.2,3,70,1.53,1065,24,1.5,4,2,39.51974105,Female,Cardio
57,129.9,1.88,162,148,103.68,123.12,3,56,1.71,1233,24,1.8,3,1,36.75305568,Female,Strength
27,61.1,1.59,182,139,116.48,138.32,3,68,1.09,669,16.7,1.5,3,2,24.16834777,Female,Yoga
27,69.82,1.81,176,169,112.64,133.76,3,64,1.37,1783,28.5,1.5,3,3,21.31192577,Male,Yoga
50,62.5,1.67,172,121,110.08,130.72,2,56,1.14,1415,20.9,2.5,5,2,22.41026928,Male,Cardio
59,62.4,1.71,197,153,126.08,149.72,3,74,1.47,705,32,2.4,4,2,21.33989946,Male,Cardio
26,72.4,1.68,196,169,125.44,148.96,3,53,2,1082,29.8,2.5,2,3,25.65192744,Male,HIIT
55,93.1,1.82,172,148,110.08,130.72,3,60,1.22,1039,17.3,2.6,4,1,28.10650888,Female,HIIT
48,122.3,1.71,183,120,117.12,139.08,2,63,0.79,992,10,2.6,4,1,41.82483499,Female,Strength
29,70.8,1.85,160,142,102.4,121.6,3,52,1.5,1624,14.2,3.5,2,3,20.68663258,Female,Yoga
52,51.5,1.6,184,162,117.76,139.84,3,65,1.46,1339,25.2,3.2,4,3,20.1171875,Male,Cardio
18,57.1,1.61,198,129,126.72,150.48,2,66,0.94,1064,31.7,2.4,2,3,22.02847112,Female,Cardio
36,64.4,1.97,166,153,106.24,126.16,3,59,1.45,1132,27.9,2.9,3,1,16.594089,Female,HIIT
52,63,1.72,184,131,117.76,139.84,2,54,1.48,804,21.5,1.5,4,3,21.29529475,Male,Cardio
29,77.2,1.89,192,152,122.88,145.92,3,58,2,858,25.6,3.2,3,2,21.61193696,Male,HIIT
18,40,1.66,190,147,121.6,144.4,3,50,1.6,1287,27.6,1.9,5,3,14.5158949,Female,Cardio
30,76.3,2,193,132,123.52,146.68,2,59,1.11,548,34.9,3.2,3,1,19.075,Female,HIIT
29,71.2,1.8,176,139,112.64,133.76,3,68,1.4,354,10,3.4,2,3,21.97530864,Female,Cardio
55,104.9,1.56,187,155,119.68,142.12,3,58,0.87,1260,27.8,3.5,3,1,43.10486522,Male,Strength
34,102.1,1.53,178,152,113.92,135.28,3,50,2,1783,26.5,2.1,3,1,43.61570336,Female,Strength
31,63.6,1.57,165,169,105.6,125.4,3,74,1.09,1148,15.1,3.4,4,1,25.80226378,Female,Strength
26,68.6,1.7,172,167,110.08,130.72,3,57,1.32,501,25.4,1.5,3,2,23.73702422,Male,Yoga
33,46,1.71,163,145,104.32,123.88,3,54,1.29,671,21.4,3.1,2,3,15.73133614,Male,Yoga
39,88.6,1.8,181,158,115.84,137.56,3,71,1.29,1296,24.3,2.8,4,1,27.34567901,Female,Strength
36,79.7,1.75,168,132,107.52,127.68,3,74,1.67,445,23.9,3.4,4,2,26.0244898,Male,Strength
33,108.7,1.75,199,131,127.36,151.24,2,74,0.86,1080,24.1,1.9,3,1,35.49387755,Female,Yoga
45,61.4,1.76,194,120,124.16,147.44,1,68,1.22,909,21.4,2.8,2,1,19.82179752,Female,Strength
21,69.2,1.87,168,127,107.52,127.68,2,68,1.47,1275,24.1,2.9,5,3,19.78895593,Female,Yoga
52,67.4,1.72,160,134,102.4,121.6,3,51,1.49,1307,17,2.6,2,2,22.78258518,Male,Strength
29,40,1.64,178,130,113.92,135.28,2,69,1.15,1093,27.4,3.4,3,2,14.87209994,Female,HIIT
47,46,1.58,172,147,110.08,130.72,3,72,1.37,1098,28.5,3.7,2,3,18.42653421,Female,Strength
34,89.1,1.78,174,120,111.36,132.24,2,51,1.52,574,27.6,1.5,4,2,28.12144931,Male,Cardio
57,70.4,1.72,181,161,115.84,137.56,3,57,1.3,983,29.9,3.6,3,2,23.79664684,Male,Yoga
24,65.7,1.84,165,146,105.6,125.4,3,74,1.59,954,17.8,2.8,5,2,19.40571834,Male,Cardio
26,82.2,1.69,189,139,120.96,143.64,2,70,1.45,1184,10,2.5,5,2,28.78050488,Male,Yoga
32,52.2,1.73,196,134,125.44,148.96,2,74,2,684,27.4,2,3,1,17.44127769,Female,Strength
54,128.7,1.91,192,139,122.88,145.92,2,58,1.97,1049,22.9,2.7,4,2,35.2786382,Male,Cardio
18,64.22,1.64,196,169,125.44,148.96,3,74,0.9,921,25.8,3.3,5,2,23.87715645,Female,Strength
18,110.3,1.76,168,169,107.52,127.68,3,55,1.86,1391,33,3.5,5,3,35.60821281,Female,Strength
54,42.7,1.72,191,153,122.24,145.16,3,74,2,987,13.6,1.5,5,2,14.43347756,Male,Yoga
35,98,1.59,179,141,114.56,136.04,3,62,1.04,729,14.2,1.5,3,1,38.76428939,Female,Cardio
37,94.5,1.84,160,158,102.4,121.6,3,61,1.2,1063,26.6,2.6,3,2,27.91233459,Female,HIIT
30,57.6,1.66,169,160,108.16,128.44,3,67,1.86,1332,30.9,2.7,4,2,20.90288866,Female,Yoga
31,40,1.74,194,155,124.16,147.44,3,68,1.4,716,30.6,1.5,4,3,13.21178491,Male,HIIT
28,40.3,1.69,166,169,106.24,126.16,3,69,0.5,864,24.9,2.6,3,3,14.1101502,Male,Cardio
53,60.8,1.66,199,121,127.36,151.24,1,69,1.12,926,26.5,3.6,4,1,22.06416026,Male,Strength
56,72,1.77,191,168,122.24,145.16,3,62,1.55,1144,30,2.7,2,2,22.98190175,Male,Cardio
44,94.4,1.75,163,154,104.32,123.88,3,58,1.66,881,24.1,2.9,3,3,30.8244898,Male,HIIT
38,71,1.84,190,120,121.6,144.4,1,53,1.93,1700,24.7,3.1,3,3,20.97117202,Male,Cardio
34,77.9,1.87,183,169,117.12,139.08,3,59,1.28,691,24,3.4,2,1,22.2768738,Female,Strength
48,52.6,1.63,182,129,116.48,138.32,2,54,2,1310,25.1,1.5,3,1,19.79750837,Male,Strength
48,62.9,1.67,198,164,126.72,150.48,3,64,0.84,1098,24.5,3.3,5,1,22.55369501,Female,HIIT
33,59.6,1.6,187,127,119.68,142.12,2,69,1.41,573,22.7,2.2,3,1,23.28125,Male,Cardio
46,50,1.5,182,149,116.48,138.32,3,64,1.44,929,23.8,3.3,2,3,22.22222222,Female,Cardio
32,104.3,1.83,160,144,102.4,121.6,3,64,1.83,1122,22.1,2.8,4,2,31.14455493,Female,Yoga
36,61.2,1.93,166,145,106.24,126.16,3,55,0.77,1015,18.8,1.5,4,2,16.42997127,Female,HIIT
36,82.5,1.66,166,134,106.24,126.16,3,50,0.95,640,11.2,3.4,5,2,29.93903324,Female,Yoga
57,58.3,1.73,164,132,104.96,124.64,3,50,1.48,492,27.7,3.6,3,1,19.47943466,Female,HIIT
45,61.6,1.95,176,157,112.64,133.76,3,64,1.12,1049,25.1,2.4,4,1,16.19986851,Male,Strength
44,64.2,1.7,186,139,119.04,141.36,2,62,1.3,1201,23.2,3.3,2,2,22.21453287,Male,Yoga
31,53,1.83,182,149,116.48,138.32,3,55,1.33,821,23.6,3.4,4,3,15.82609215,Male,Strength
50,69.6,1.9,172,127,110.08,130.72,2,74,1.71,303,26.2,1.5,3,1,19.27977839,Female,Strength
38,81.1,1.92,190,125,121.6,144.4,2,61,1.18,690,26.1,3.1,4,3,21.99978299,Female,Yoga
49,65.7,1.77,182,139,116.48,138.32,3,74,1.18,744,26.8,3.1,2,2,20.97098535,Female,HIIT
21,81.8,1.83,182,163,116.48,138.32,3,53,2,1159,29.2,2.7,4,1,24.4259309,Male,Cardio
